year,STNAME,CTYNAME,POPESTIMATE,NPOPCHG,BIRTHS,DEATHS,NATURALINC,INTERNATIONALMIG,DOMESTICMIG,NETMIG,RESIDUAL,GQESTIMATES,RBIRTH,RDEATH,RNATURALINC,RINTERNATIONALMIG,RDOMESTICMIG,RNETMIG
2024,Nebraska,Polk County,5228,-12,54,76,-22,16,-4,12,-2,93,10.31715705,14.520443256,-4.203286206,3.0569354222,-0.764233856,2.2927015667
2024,Nebraska,Red Willow County,10457,-71,108,163,-55,3,-19,-16,0,302,10.293066476,15.534905885,-5.241839409,0.2859185132,-1.81081725,-1.524898737
2024,Nebraska,Richardson County,7689,-41,71,121,-50,-1,8,7,2,150,9.2094169531,15.69492185,-6.485504897,-0.129710098,1.0376807834,0.9079706855
2024,Nebraska,Rock County,1271,30,15,25,-10,0,39,39,1,31,11.942675159,19.904458599,-7.961783439,0.0,31.050955414,31.050955414
2024,Nebraska,Saline County,14555,7,172,134,38,59,-91,-32,1,858,11.820087276,9.2086726454,2.6114146308,4.0545648215,-6.253650826,-2.199086005
2024,Nebraska,Sarpy County,199886,3459,2363,1278,1085,301,2069,2370,4,1247,11.924917931,6.449447785,5.4754701461,1.5190013954,10.44124215,11.960243545
2024,Nebraska,Saunders County,23463,286,244,241,3,5,280,285,-2,335,10.463121784,10.334476844,0.12864494,0.2144082333,12.006861063,12.221269297
2024,Nebraska,Scotts Bluff County,35699,-70,433,434,-1,77,-146,-69,0,1012,12.117311244,12.145295797,-0.027984553,2.1548105446,-4.085744669,-1.930934124
2024,Nebraska,Seward County,17671,46,172,191,-19,2,63,65,0,1282,9.7461468722,10.82275612,-1.076609248,0.1133272892,3.5698096102,3.6831368994
2024,Nebraska,Sheridan County,4928,-78,46,71,-25,4,-57,-53,0,156,9.2611234145,14.294342662,-5.033219247,0.8053150795,-11.47573988,-10.6704248
2024,Nebraska,Sherman County,2983,-23,32,39,-7,0,-17,-17,1,50,10.68625814,13.023877108,-2.337618968,0.0,-5.677074637,-5.677074637
2024,Nebraska,Sioux County,1154,27,12,13,-1,5,23,28,0,0,10.521701008,11.398509426,-0.876808417,4.3840420868,20.166593599,24.550635686
2024,Nebraska,Stanton County,5856,91,62,46,16,0,77,77,-2,73,10.670338181,7.9167025213,2.7536356596,0.0,13.251871612,13.251871612
2024,Nebraska,Thayer County,4829,-25,50,88,-38,1,13,14,-1,90,10.327377879,18.176185067,-7.848807188,0.2065475576,2.6851182485,2.8916658061
2024,Nebraska,Thomas County,677,12,8,11,-3,0,16,16,-1,0,11.922503726,16.393442623,-4.470938897,0.0,23.845007452,23.845007452
2024,Nebraska,Thurston County,6557,2,132,109,23,6,-28,-22,1,101,20.134228188,16.625991458,3.5082367297,0.9151921904,-4.270896888,-3.355704698
2024,Nebraska,Valley County,4012,-46,51,57,-6,0,-38,-38,-2,29,12.639405204,14.126394052,-1.486988848,0.0,-9.417596035,-9.417596035
2024,Nebraska,Washington County,21152,-15,205,211,-6,12,-21,-9,0,153,9.6883196673,9.9718802429,-0.283560576,0.5671211513,-0.992462015,-0.425340863
2024,Nebraska,Wayne County,9874,-25,107,72,35,10,-70,-60,0,1319,10.822839225,7.2826581702,3.540181055,1.0114803014,-7.08036211,-6.068881809
2024,Nebraska,Webster County,3351,12,33,64,-31,0,42,42,1,67,9.865470852,19.13303438,-9.267563528,0.0,12.556053812,12.556053812
2024,Nebraska,Wheeler County,775,-7,13,8,5,0,-11,-11,-1,0,16.698779705,10.276172126,6.4226075787,0.0,-14.12973667,-14.12973667
2024,Nebraska,York County,14356,44,161,185,-24,11,58,69,-1,839,11.232035719,12.906376448,-1.674340728,0.7674061672,4.0463234268,4.813729594
2024,Nevada,Nevada,3194176,16755,33055,29322,3733,4266,8642,12908,114,35093,10.375734686,9.2039719398,1.1717627465,1.3390677408,2.7126637168,4.0517314576
2024,Nevada,Churchill County,25803,5,280,376,-96,-4,106,102,-1,387,10.852502858,14.573360981,-3.720858123,-0.155035755,4.1084475107,3.9534117556
2024,Nevada,Clark County,2336573,14038,24876,20042,4834,3693,5404,9097,107,19667,10.678438877,8.6033635623,2.0750753148,1.5852819896,2.3197573441,3.9050393337
2024,Nevada,Douglas County,49545,-117,326,613,-287,-2,172,170,0,223,6.5721168869,12.357998932,-5.785882045,-0.040319736,3.4674972532,3.4271775177
2024,Nevada,Elko County,54293,314,566,495,71,-15,253,238,5,612,10.455149993,9.1436382444,1.3115117482,-0.277079947,4.6734151027,4.3963351559
2024,Nevada,Esmeralda County,736,-11,3,12,-9,1,-3,-2,0,1,4.0458530007,16.183412003,-12.137559,1.3486176669,-4.045853001,-2.697235334
2024,Nevada,Eureka County,1917,54,18,28,-10,6,59,65,-1,0,9.5238095238,14.814814815,-5.291005291,3.1746031746,31.216931217,34.391534392
2024,Nevada,Humboldt County,17136,-160,198,202,-4,7,-162,-155,-1,69,11.500929368,11.733271375,-0.232342007,0.406598513,-9.409851301,-9.003252788
2024,Nevada,Lander County,5769,8,60,74,-14,-1,23,22,0,42,10.407632264,12.836079792,-2.428447528,-0.173460538,3.9895923677,3.81613183
2024,Nevada,Lincoln County,4452,12,30,69,-39,0,51,51,0,210,6.7476383266,15.519568151,-8.771929825,0.0,11.470985155,11.470985155
2024,Nevada,Lyon County,62583,955,633,835,-202,-30,1188,1158,-1,255,10.192334012,13.444863981,-3.252529969,-0.483049005,19.128740611,18.645691605
2024,Nevada,Mineral County,4528,-9,35,88,-53,-1,45,44,0,57,7.722007722,19.415333701,-11.69332598,-0.220628792,9.9282956426,9.7076668505
2024,Nevada,Nye County,55720,951,368,991,-623,-21,1592,1571,3,1375,6.6612965997,17.938437311,-11.27714071,-0.380128339,28.817348333,28.437219995
2024,Nevada,Pershing County,6364,-86,50,90,-40,5,-51,-46,0,1438,7.8039644139,14.047135945,-6.243171531,0.7803964414,-7.960043702,-7.179647261
2024,Nevada,Storey County,4177,12,18,49,-31,0,45,45,-2,0,4.3155118677,11.747782306,-7.432270439,0.0,10.788779669,10.788779669
2024,Nevada,Washoe County,498022,1042,5003,4333,670,613,-241,372,0,7282,10.056261193,8.7095302321,1.3467309613,1.2321583273,-0.484421137,0.7477371905
2024,Nevada,White Pine County,8522,-224,67,111,-44,-3,-178,-181,1,540,7.7600185314,12.856150104,-5.096131573,-0.347463516,-20.61616864,-20.96363215
2024,Nevada,Carson City,58036,-29,524,914,-390,18,339,357,4,2935,9.026623371,15.744911758,-6.718288387,0.3100748486,5.8397429824,6.149817831
2024,New Hampshire,New Hampshire,1402054,3051,12155,14264,-2109,859,4298,5157,3,41525,8.678866585,10.184726694,-1.505860109,0.6133398928,3.0688415123,3.6821814051
2024,New Hampshire,Belknap County,65027,322,458,831,-373,-21,717,696,-1,898,7.0607097709,12.811025807,-5.750316036,-0.323744334,11.053556563,10.729812228
2024,New Hampshire,Carroll County,52448,294,310,658,-348,4,638,642,0,567,5.9272289249,12.581021395,-6.653792471,0.0764803732,12.198619529,12.275099902
2024,New Hampshire,Cheshire County,77703,240,656,883,-227,5,463,468,-1,3560,8.4554606035,11.381359318,-2.925898715,0.0644471083,5.9678022247,6.032249333
2024,New Hampshire,Coos County,31372,-104,224,569,-345,1,240,241,0,1415,7.1283095723,18.107179226,-10.97886965,0.0318228106,7.6374745418,7.6692973523
2024,New Hampshire,Grafton County,93146,15,662,978,-316,82,250,332,-1,7570,7.107694455,10.500491204,-3.392796749,0.8804092829,2.6841746431,3.5645839261
2024,New Hampshire,Hillsborough County,427354,-139,4170,3952,218,593,-956,-363,6,8463,9.756131799,9.2460990095,0.5100327895,1.3873827714,-2.236657554,-0.849274783
2024,New Hampshire,Merrimack County,157103,644,1298,1603,-305,60,884,944,5,7633,8.2790644274,10.224453218,-1.945388791,0.3826994342,5.6384383312,6.0211377654
2024,New Hampshire,Rockingham County,320689,1056,2877,2945,-68,80,1053,1133,-9,2720,8.9861038665,9.1984970062,-0.21239314,0.249874282,3.2889702368,3.5388445189
2024,New Hampshire,Strafford County,133243,672,1155,1309,-154,36,787,823,3,7907,8.6902871933,9.8489921524,-1.158704959,0.2708660943,5.9214337845,6.1922998789
2024,New Hampshire,Sullivan County,43969,51,345,536,-191,19,222,241,1,792,7.8509904764,12.197480856,-4.34649038,0.4323733886,5.0519416979,5.4843150864
2024,New Jersey,New Jersey,9290841,30024,102055,76563,25492,49298,-44666,4632,-100,168097,11.00225112,8.2540331436,2.748217976,5.3146732222,-4.815310847,0.4993623751
2024,New Jersey,Atlantic County,275213,-169,2779,2998,-219,924,-881,43,7,5781,10.094534095,10.890037142,-0.795503047,3.356369019,-3.200174357,0.1561946621
2024,New Jersey,Bergen County,957736,4196,9117,6960,2157,4778,-2728,2050,-11,10601,9.54022339,7.2830925518,2.2571308382,4.9998011799,-2.854637425,2.1451637545
2024,New Jersey,Burlington County,469167,3066,4731,4254,477,849,1751,2600,-11,11304,10.116886283,9.096857799,1.0200284838,1.8155223957,3.7443812896,5.5599036854
2024,New Jersey,Camden County,527196,2547,6227,5011,1216,1171,152,1323,8,6432,11.84014755,9.5280198128,2.3121277375,2.2265637998,0.2890159672,2.515579767
2024,New Jersey,Cape May County,94610,-795,744,1383,-639,37,-188,-151,-5,1330,7.8309607136,14.55674552,-6.725784806,0.3894429387,-1.978791148,-1.589348209
2024,New Jersey,Cumberland County,152326,979,1857,1717,140,447,382,829,10,9187,12.23026084,11.308216404,0.922044436,2.9439561634,2.5158641038,5.4598202672
2024,New Jersey,Essex County,851117,1393,9950,6183,3767,7484,-9874,-2390,16,24634,11.700094247,7.2705208776,4.4295733699,8.8003522963,-11.61072669,-2.810374397
2024,New Jersey,Gloucester County,308423,1656,3057,2884,173,323,1178,1501,-18,7626,9.9383930168,9.375965149,0.5624278678,1.0500820885,3.8297111461,4.8797932346
2024,New Jersey,Hudson County,705472,3091,8855,3986,4869,9343,-10956,-1613,-165,7920,12.579438336,5.6625230049,6.9169153314,13.272692533,-15.56412495,-2.291432415
2024,New Jersey,Hunterdon County,130183,378,1116,1004,112,214,68,282,-16,2972,8.5850116159,7.7234333892,0.8615782267,1.646229826,0.5231010662,2.1693308922
2024,New Jersey,Mercer County,381671,892,4130,3145,985,2761,-2892,-131,38,15396,10.833497279,8.2497212932,2.5837759853,7.2424421274,-7.586071218,-0.34362909
2024,New Jersey,Middlesex County,863623,2529,8603,6134,2469,7001,-7000,1,59,22266,9.9761294172,7.1130510107,2.8630784065,8.118433343,-8.117273732,0.0011596105
2024,New Jersey,Monmouth County,642799,-1429,6315,5769,546,924,-2915,-1991,16,6785,9.8133139398,8.9648468913,0.8484670485,1.4358673128,-4.529819499,-3.093952186
2024,New Jersey,Morris County,514423,3204,5024,3951,1073,2013,135,2148,-17,8170,9.796790693,7.7044426808,2.0923480123,3.9253462709,0.2632497499,4.1885960208
2024,New Jersey,Ocean County,659197,3534,10251,7528,2723,628,200,828,-17,6604,15.592534566,11.450648738,4.1418858281,0.9552347778,0.3042148974,1.2594496753
2024,New Jersey,Passaic County,513395,-239,6332,3852,2480,3661,-6396,-2735,16,9175,12.330713154,7.5012487476,4.8294644066,7.1293020937,-12.45534449,-5.3260424
2024,New Jersey,Salem County,65338,181,721,808,-87,41,229,270,-2,768,11.05023181,12.383616231,-1.333384421,0.6283765662,3.5097130158,4.138089582
2024,New Jersey,Somerset County,348842,1795,3190,2494,696,1750,-641,1109,-10,3975,9.1681288251,7.1678098087,2.0003190164,5.0295377567,-1.84224783,3.187289927
2024,New Jersey,Sussex County,146132,557,1416,1358,58,121,392,513,-14,464,9.7083717566,9.3107124615,0.3976592951,0.8295995639,2.6876283394,3.5172279033
2024,New Jersey,Union County,572726,2309,6624,4013,2611,4646,-4975,-329,27,5213,11.589101276,7.0209938739,4.5681074021,8.1284668672,-8.704072894,-0.575606027
2024,New Jersey,Warren County,111252,349,1016,1131,-115,182,293,475,-11,1494,9.146766897,10.182080079,-1.035313182,1.6384956449,2.6377979339,4.2762935788
2024,New Mexico,New Mexico,2114371,895,20728,22344,-1616,3642,-1088,2554,-43,43081,9.805463632,10.569918921,-0.764455289,1.7228627242,-0.514682769,1.2081799554
2024,New Mexico,Bernalillo County,671586,-1371,6473,6250,223,1603,-3170,-1567,-27,11219,9.6285503699,9.2968391491,0.3317112208,2.384453305,-4.715356816,-2.330903511
2024,New Mexico,Catron County,3825,32,22,73,-51,15,68,83,0,41,5.7757941717,19.165135206,-13.38934103,3.9380414807,17.852454713,21.790496193
2024,New Mexico,Chaves County,63561,-331,738,764,-26,88,-395,-307,2,2121,11.580739567,11.988733102,-0.407993535,1.380901195,-6.198363318,-4.817462123
2024,New Mexico,Cibola County,26780,-91,225,368,-143,17,33,50,2,2253,8.3875417047,13.718290433,-5.330748728,0.6337253732,1.2301727834,1.8638981566
2024,New Mexico,Colfax County,12255,-17,85,175,-90,25,48,73,0,632,6.9311371142,14.269988176,-7.338851062,2.0385697395,3.9140538998,5.9526236393
2024,New Mexico,Curry County,47222,-208,754,531,223,53,-479,-426,-5,833,15.93204581,11.220048176,4.7119976334,1.1198918142,-10.1212864,-9.001394582
2024,New Mexico,De Baca County,1657,-35,14,39,-25,0,-10,-10,0,2,8.360704688,23.290534488,-14.9298298,0.0,-5.97193192,-5.97193192
2024,New Mexico,Doña Ana County,225210,1680,2285,2008,277,342,1049,1391,12,4612,10.184070954,8.949503053,1.2345679012,1.5242679503,4.6753130989,6.1995810492
2024,New Mexico,Eddy County,60275,72,734,726,8,25,41,66,-2,945,12.184797224,12.051992895,0.1328043294,0.4150135294,0.6806221883,1.0956357177
2024,New Mexico,Grant County,27472,-221,214,405,-191,29,-55,-26,-4,661,7.7585425542,14.683223058,-6.924680504,1.0513912807,-1.994017946,-0.942626665
2024,New Mexico,Guadalupe County,4292,-24,23,59,-36,10,2,12,0,612,5.343866171,13.708178439,-8.364312268,2.3234200743,0.4646840149,2.7881040892
2024,New Mexico,Harding County,624,3,0,15,-15,1,18,19,-1,0,0.0,24.096385542,-24.09638554,1.6064257028,28.915662651,30.522088353
2024,New Mexico,Hidalgo County,3965,-46,43,61,-18,3,-30,-27,-1,72,10.782347041,15.295887663,-4.513540622,0.7522567703,-7.522567703,-6.770310933
2024,New Mexico,Lea County,72101,-242,810,688,122,223,-590,-367,3,2134,11.215419124,9.5261831575,1.6892359669,3.0877018083,-8.169255905,-5.081554097
2024,New Mexico,Lincoln County,20029,-314,181,306,-125,-11,-174,-185,-4,115,8.9666105221,15.159021104,-6.192410582,-0.544932131,-8.61983553,-9.164767661
2024,New Mexico,Los Alamos County,19444,171,170,135,35,130,6,136,0,65,8.7816721337,6.973680812,1.8079913216,6.7153963375,0.3099413694,7.025337707
2024,New Mexico,Luna County,25316,-377,326,403,-77,39,-338,-299,-1,788,12.782058068,15.801133133,-3.019075065,1.5291419161,-13.25256327,-11.72342136
2024,New Mexico,McKinley County,68797,-1134,756,905,-149,66,-1053,-987,2,875,10.899025431,13.047113777,-2.148088346,0.9515022202,-15.18078542,-14.2292832
2024,New Mexico,Mora County,4123,-24,28,56,-28,0,5,5,-1,2,6.7714631197,13.542926239,-6.77146312,0.0,1.2091898428,1.2091898428
2024,New Mexico,Otero County,68835,318,687,774,-87,232,170,402,3,3659,10.003494671,11.270312773,-1.266818102,3.3781816064,2.4753916943,5.8535733007
2024,New Mexico,Quay County,8510,-19,62,164,-102,0,86,86,-3,55,7.2774223839,19.249955983,-11.9725336,0.0,10.094489113,10.094489113
2024,New Mexico,Rio Arriba County,39876,-115,405,535,-130,71,-54,17,-2,216,10.141860844,13.397272966,-3.255412123,1.7779558516,-1.352248112,0.4257077391
2024,New Mexico,Roosevelt County,18787,-71,228,208,20,-14,-77,-91,0,1032,12.113162439,11.05060433,1.0625581086,-0.743790676,-4.090848718,-4.834639394
2024,New Mexico,Sandoval County,155936,2339,1307,1378,-71,134,2280,2414,-4,1050,8.4449800183,8.9037356275,-0.458755609,0.8658204456,14.731870269,15.597690715
2024,New Mexico,San Juan County,120675,106,1326,1490,-164,72,195,267,3,1311,10.993019516,12.352638822,-1.359619307,0.596906037,1.616620517,2.213526554
2024,New Mexico,San Miguel County,26668,-234,223,371,-148,39,-126,-87,1,1056,8.3255553481,13.851036028,-5.525480679,1.4560388277,-4.704125443,-3.248086616
2024,New Mexico,Santa Fe County,155956,195,1129,1418,-289,337,156,493,-9,2690,7.2437499398,9.0979959386,-1.854245999,2.1622176526,1.0009078748,3.1631255273
2024,New Mexico,Sierra County,11488,14,67,269,-202,-2,221,219,-3,174,5.8357285951,23.430014807,-17.59428621,-0.174200854,19.249194321,19.074993467
2024,New Mexico,Socorro County,15963,-148,152,212,-60,1,-90,-89,1,849,9.4780819355,13.219430068,-3.741348132,0.0623558022,-5.612022199,-5.549666396
2024,New Mexico,Taos County,34405,-185,235,394,-159,22,-46,-24,-2,234,6.8120878325,11.421117472,-4.60902964,0.6377273715,-1.333429959,-0.695702587
2024,New Mexico,Torrance County,15633,250,154,238,-84,0,336,336,-2,296,9.9303585246,15.34691772,-5.416559195,0.0,21.666236781,21.666236781
2024,New Mexico,Union County,3964,-18,35,59,-24,0,7,7,-1,450,8.8094638812,14.850239114,-6.040775233,0.0,1.7618927762,1.7618927762
2024,New Mexico,Valencia County,79141,940,837,867,-30,92,878,970,0,2027,10.639244448,11.020579375,-0.381334926,1.1694271078,11.160402181,12.329829289
2024,New York,New York,19571216,-101984,207450,165914,41536,73867,-216778,-142911,-609,616970,10.572204718,8.455419492,2.1167852262,3.7644591271,-11.04758445,-7.283125324
2024,New York,Albany County,316659,738,2861,2943,-82,1140,-328,812,8,19426,9.0454962218,9.3047519681,-0.259255746,3.6042872048,-1.037022985,2.5672642195
2024,New York,Allegany County,46651,-75,496,540,-44,22,-54,-32,1,5221,10.623601101,11.566017328,-0.942416227,0.4712081133,-1.156601733,-0.685393619
2024,New York,Bronx County,1356476,-25332,16614,10648,5966,10224,-41473,-31249,-49,53988,12.134606929,7.7771334164,4.3574735126,7.4674504179,-30.29123349,-22.82378307
2024,New York,Broome County,196077,-1181,1873,2326,-453,455,-1189,-734,6,13152,9.5236884589,11.827068529,-2.30338007,2.3135495189,-6.045737094,-3.732187575
2024,New York,Cattaraugus County,75600,-450,791,1102,-311,27,-170,-143,4,2754,10.431915595,14.533465216,-4.101549621,0.3560830861,-2.242004616,-1.88592153
2024,New York,Cayuga County,74485,-194,669,877,-208,27,-13,14,0,3305,8.9699927596,11.758869432,-2.788876673,0.362017645,-0.174304792,0.187712853
2024,New York,Chautauqua County,124891,-453,1273,1765,-492,70,-29,41,-2,4653,10.17443603,14.106739665,-3.932303635,0.5594740944,-0.231782125,0.3276919695
2024,New York,Chemung County,81325,-316,820,1073,-253,87,-150,-63,0,3240,10.063448818,13.168390953,-3.104942135,1.0677073745,-1.840874784,-0.773167409
2024,New York,Chenango County,45920,-411,473,650,-177,2,-239,-237,3,796,10.254631386,14.091988163,-3.837356777,0.0433599636,-5.181515648,-5.138155684
2024,New York,Clinton County,78115,78,676,813,-137,74,139,213,2,4682,8.6582304421,10.41293099,-1.754700548,0.9477944567,1.7803166146,2.7281110713
2024,New York,Columbia County,60470,-638,463,721,-258,51,-430,-379,-1,1860,7.6165095659,11.860698482,-4.244188916,0.8389675764,-7.073648193,-6.234680617
2024,New York,Cortland County,45752,-329,419,536,-117,17,-229,-212,0,4080,9.1252599828,11.673363606,-2.548103623,0.3702372785,-4.987313929,-4.61707665
2024,New York,Delaware County,44410,-364,354,634,-280,18,-100,-82,-2,2474,7.9386437029,14.217796914,-6.279153211,0.4036598493,-2.242554718,-1.838894869
2024,New York,Dutchess County,297150,-459,2726,2896,-170,504,-800,-296,7,18231,9.1667381242,9.738398242,-0.571660118,1.6948041139,-2.69016526,-0.995361146
2024,New York,Erie County,946147,-2276,9592,9885,-293,2074,-4097,-2023,40,27135,10.12578052,10.435085534,-0.309305014,2.1894150124,-4.324991951,-2.135576938
2024,New York,Essex County,36775,12,267,467,-200,39,175,214,-2,1676,7.2615518507,12.700916533,-5.439364682,1.060676113,4.7594440969,5.82012021
2024,New York,Franklin County,46502,109,451,540,-89,29,167,196,2,3120,9.7098875074,11.626029388,-1.916141881,0.6243608375,3.5954572367,4.2198180742
2024,New York,Fulton County,52234,-22,481,757,-276,16,237,253,1,1056,9.2066226433,14.489424825,-5.282802182,0.3062494019,4.536319265,4.8425686669
2024,New York,Genesee County,57529,131,542,691,-149,10,272,282,-2,2012,9.4320742732,12.025024581,-2.592950308,0.1740235106,4.7334394877,4.9074629983
2024,New York,Greene County,47062,-283,393,617,-224,22,-78,-56,-3,2409,8.325653818,13.071064646,-4.745410828,0.4660671349,-1.652419842,-1.186352707
2024,New York,Hamilton County,5082,-39,27,78,-51,-2,15,13,-1,122,5.2925610115,15.2896207,-9.997059688,-0.392041556,2.940311673,2.5482701166
2024,New York,Herkimer County,59484,-100,563,776,-213,16,99,115,-2,1292,9.4567809991,13.034568482,-3.577787483,0.2687539893,1.6629153089,1.9316692982
2024,New York,Jefferson County,114787,-674,1856,1023,833,273,-1772,-1499,-8,6602,16.121746986,8.8860706716,7.2356763142,2.371356103,-15.39209895,-13.02074285
2024,New York,Kings County,2561225,-28306,31066,16892,14174,13292,-55308,-42016,-464,45473,12.062695263,6.5590371588,5.5036581038,5.1611841058,-21.4756824,-16.3144983
2024,New York,Lewis County,26548,-47,289,299,-10,7,-44,-37,0,283,10.876314849,11.252657923,-0.376343074,0.263440152,-1.655909527,-1.392469375
2024,New York,Livingston County,61158,-182,518,642,-124,55,-114,-59,1,4538,8.4572809352,10.481803785,-2.024522849,0.8979738445,-1.861254878,-0.963281033
2024,New York,Madison County,66921,-133,546,684,-138,44,-40,4,1,4630,8.1507743982,10.210860235,-2.060085837,0.6568389625,-0.59712633,0.059712633
2024,New York,Monroe County,748482,-2405,7776,7332,444,1584,-4457,-2873,24,27492,10.372363307,9.780114168,0.5922491395,2.1128888219,-5.945167601,-3.832278779
2024,New York,Montgomery County,49368,35,603,704,-101,27,111,138,-2,1252,12.218721188,14.265306329,-2.046585141,0.5471069189,2.2492173332,2.796324252
2024,New York,Nassau County,1381715,-3579,14213,10994,3219,2743,-9618,-6875,77,22314,10.273186679,7.9464866215,2.3267000577,1.9826462437,-6.95191089,-4.969264646
2024,New York,New York County,1597451,2908,13309,10288,3021,10499,-10303,196,-309,76930,8.3389881059,6.446127405,1.8928607009,6.5783331673,-6.455525919,0.1228072484
2024,New York,Niagara County,209457,-1010,2001,2746,-745,161,-431,-270,5,3841,9.5302959583,13.078557072,-3.548261114,0.7668054219,-2.052752403,-1.285946981
2024,New York,Oneida County,227555,-803,2481,2788,-307,438,-939,-501,5,11222,10.883655434,12.230403608,-1.346748173,1.9214192181,-4.119206954,-2.197787736
2024,New York,Onondaga County,467873,-1855,4930,4744,186,1118,-3179,-2061,20,19734,10.516200388,10.119443132,0.396757256,2.3848097432,-6.781136112,-4.396326369
2024,New York,Ontario County,112494,13,983,1118,-135,102,47,149,-1,3664,8.7387487499,9.938882098,-1.200133348,0.9067674186,0.4178242027,1.3245916213
2024,New York,Orange County,407470,979,5585,2933,2652,760,-2466,-1706,33,13465,13.723016213,7.2067334921,6.5162827212,1.8674113379,-6.059258367,-4.19184703
2024,New York,Orleans County,39124,-39,391,465,-74,37,-1,36,-1,1382,9.9888870438,11.879366945,-1.890479901,0.9452399504,-0.025547026,0.9196929248
2024,New York,Oswego County,118162,-77,1148,1242,-94,58,-42,16,1,5448,9.7123108616,10.507569765,-0.795258903,0.4906916637,-0.355328446,0.1353632176
2024,New York,Otsego County,60126,-283,483,691,-208,46,-122,-76,1,8149,8.0142697142,11.465549425,-3.451279711,0.7632637823,-2.024308292,-1.26104451
2024,New York,Putnam County,98060,-252,926,723,203,131,-588,-457,2,2323,9.4310797873,7.3635752551,2.0675045322,1.3342024321,-5.988633817,-4.654431385
2024,New York,Queens County,2252196,-26362,23304,15544,7760,16290,-50161,-33871,-251,35103,10.287029488,6.8615510796,3.4254784082,7.1908560915,-22.14245134,-14.95159525
2024,New York,Rensselaer County,159305,-116,1496,1674,-178,330,-267,63,-1,6826,9.3873734807,10.504320325,-1.116946845,2.0707441501,-1.675420267,0.3953238832
2024,New York,Richmond County,490687,-671,4920,4046,874,1200,-2767,-1567,22,7265,10.019907438,8.2399482712,1.7799591668,2.4438798629,-5.635179651,-3.191299788
2024,New York,Rockland County,340807,450,6236,2311,3925,937,-4460,-3523,48,6414,18.309834342,6.7854437404,11.524390602,2.7511729921,-13.0952311,-10.34405811
2024,New York,St. Lawrence County,106940,-149,1022,1193,-171,125,-104,21,1,10040,9.5501076957,11.148021997,-1.597914301,1.1680660097,-0.97183092,0.1962350896
2024,New York,Saratoga County,238711,243,2122,2177,-55,224,72,296,2,3756,8.893937076,9.1244585365,-0.230521461,0.9388510391,0.3017735483,1.2406245874
2024,New York,Schenectady County,159902,208,1835,1730,105,310,-210,100,3,6254,11.4832476,10.826168037,0.6570795629,1.9399491858,-1.314159126,0.62579006
2024,New York,Schoharie County,30105,14,267,350,-83,8,90,98,-1,1424,8.8710213303,11.628679646,-2.757658316,0.2657983919,2.9902319091,3.256030301
2024,New York,Schuyler County,17507,-102,177,258,-81,2,-22,-20,-1,218,10.080874815,14.69415651,-4.613281695,0.11390819,-1.25299009,-1.1390819
2024,New York,Seneca County,32349,-237,343,397,-54,17,-200,-183,0,1313,10.564410564,12.227612228,-1.663201663,0.5236005236,-6.16000616,-5.636405636
2024,New York,Steuben County,92162,-343,993,1185,-192,81,-235,-154,3,1456,10.754493223,12.833911852,-2.079418629,0.8772547342,-2.54512176,-1.667867026
2024,New York,Suffolk County,1523170,-4804,16113,12881,3232,3416,-11561,-8145,109,35299,10.561940046,8.4433904136,2.1185496325,2.2391601314,-7.578141182,-5.338981051
2024,New York,Sullivan County,79920,185,995,850,145,134,-93,41,-1,4250,12.464376311,10.647959663,1.8164166484,1.6786195233,-1.165012057,0.5136074661
2024,New York,Tioga County,47715,-51,464,531,-67,-1,19,18,-2,647,9.719211152,11.122631728,-1.403420576,-0.020946576,0.3979849394,0.3770383637
2024,New York,Tompkins County,103558,-741,699,718,-19,532,-1263,-731,9,14612,6.7257778184,6.9085958135,-0.182817995,5.1189038618,-12.15258567,-7.03368181
2024,New York,Ulster County,182333,13,1576,1894,-318,229,102,331,0,12247,8.6438340011,10.387957867,-1.744123866,1.25598857,0.5594359569,1.8154245269
2024,New York,Warren County,65380,-47,525,823,-298,20,235,255,-4,1094,8.0270933513,12.583424434,-4.556331083,0.3057940324,3.593079881,3.8988739135
2024,New York,Washington County,60047,-763,562,738,-176,27,-617,-590,3,2212,9.3002473998,12.212780393,-2.912532994,0.4468090388,-10.21041396,-9.763604922
2024,New York,Wayne County,90829,-129,900,984,-84,18,-67,-49,4,1176,9.9016981412,10.825856634,-0.924158493,0.1980339628,-0.737126417,-0.539092454
2024,New York,Westchester County,990817,-919,10278,7313,2965,3628,-7565,-3937,53,25748,10.368449166,7.3773563683,2.991092798,3.6599273765,-7.631574036,-3.97164666
2024,New York,Wyoming County,39532,-69,350,403,-53,33,-50,-17,1,3038,8.8458670845,10.1853841,-1.339517016,0.8340388965,-1.263695298,-0.429656401
2024,New York,Yates County,24472,-30,345,271,74,10,-113,-103,-1,1152,14.089108507,11.067096827,3.0220116797,0.4083799567,-4.614693511,-4.206313554
2024,North Carolina,North Carolina,10835491,139526,121148,108491,12657,29448,97264,126712,157,281967,11.2531173,10.077442046,1.1756752539,2.735346834,9.0345957096,11.769942544
2024,North Carolina,Alamance County,179165,2547,1944,1926,18,315,2208,2523,6,5880,10.928009489,10.826824216,0.101185273,1.7707422783,12.41206016,14.182802439
2024,North Carolina,Alexander County,36473,157,352,502,-150,-2,308,306,1,1209,9.6717910673,13.793292943,-4.121501875,-0.054953358,8.4628171839,8.4078638256
